"","EXP1.WT.HOME.1","EXP1.WT.HOME.2","EXP1.WT.HOME.3","EXP1.WT.LEARN.1","EXP1.WT.LEARN.2","EXP1.WT.LEARN.3","EXP1.KIX.LEARN.1","EXP1.KIX.LEARN.2","EXP1.KIX.LEARN.3","EXP2.WT.HOME.1","EXP2.WT.HOME.2","EXP2.WT.HOME.3","EXP2.WT.LEARN.1","EXP2.WT.LEARN.2","EXP2.WT.LEARN.3","EXP2.WT.LEARN.4","EXP2.KIX.LEARN.1","EXP2.KIX.LEARN.2","EXP2.KIX.LEARN.3","EXP2.KIX.LEARN.4"
"ENSMUSG00000096842.1",276,273,422,427,503,514,447,312,532,502,751,229,401,675,247,336,507,605,295,296
"ENSMUSG00000032727.13",520,487,1089,978,990,918,946,726,1108,859,901,365,705,1030,494,385,926,904,455,432
"ENSMUSG00000084217.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"ENSMUSG00000086480.1",1,1,0,1,0,0,0,1,1,1,0,0,0,0,2,0,0,0,1,0
"ENSMUSG00000021754.17",455,536,887,733,732,642,591,503,680,340,424,138,333,421,187,157,337,413,178,186
"ENSMUSG00000085204.1",5,7,3,1,6,1,8,6,3,6,4,1,4,6,3,2,3,4,1,1
"ENSMUSG00000086861.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000086057.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000086111.1",0,1,5,8,4,1,3,9,2,1,3,1,0,0,1,1,1,1,1,1
"ENSMUSG00000082433.2",2,1,7,2,3,7,5,1,7,0,2,0,0,1,1,0,0,0,0,2
"ENSMUSG00000086402.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000086092.1",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ENSMUSG00000104438.1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"ENSMUSG00000049985.14",80,85,118,138,99,124,125,73,144,180,184,61,136,204,87,59,158,142,77,93
"ENSMUSG00000088991.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000021756.12",2221,2445,4979,3964,4053,3535,3585,2663,3759,2724,3831,1222,2062,3680,1677,1439,2875,3154,1480,1469
"ENSMUSG00000050377.7",3,2,14,1,2,1,2,12,2,1,24,1,2,6,1,7,5,7,2,1
"ENSMUSG00000021758.13",52,47,162,60,92,92,92,78,100,201,229,77,170,239,102,86,232,163,87,79
"ENSMUSG00000047789.4",789,802,1418,1503,1374,1289,1015,835,1321,855,1043,385,681,1038,443,438,847,953,411,453
"ENSMUSG00000021759.13",625,650,1114,781,1018,1016,941,654,974,718,888,275,515,920,393,359,645,702,393,339
"ENSMUSG00000016018.3",872,922,1959,1617,1816,1763,1597,1359,1926,2520,2901,1168,1887,2894,1441,1366,2486,2794,1300,1186
"ENSMUSG00000098067.1",10,12,11,4,6,5,4,6,9,0,0,0,0,0,0,0,1,2,0,1
"ENSMUSG00000042426.5",735,693,1472,1214,1224,1323,1134,852,1388,1153,1326,511,861,1406,681,637,1169,1320,594,545
"ENSMUSG00000042417.4",173,165,126,162,196,138,163,109,172,124,140,46,105,135,64,69,94,156,52,63
"ENSMUSG00000074651.2",28,17,25,28,24,18,19,11,27,15,12,3,13,13,4,9,10,18,6,7
"ENSMUSG00000078926.8",0,0,0,0,0,0,3,4,0,3,0,0,3,1,1,1,0,0,0,1
"ENSMUSG00000076146.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000078027.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000065575.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000074650.2",0,0,0,0,2,0,1,0,0,0,2,0,0,0,1,3,2,2,0,1
"ENSMUSG00000021760.3",24,34,138,65,94,112,142,142,93,67,276,47,85,444,128,81,109,131,163,119
"ENSMUSG00000023132.7",0,1,1,0,3,0,0,0,2,1,1,0,0,0,2,0,1,1,1,1
"ENSMUSG00000051002.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000042385.14",12,4,14,12,9,8,13,18,21,29,21,13,14,18,13,10,21,18,14,12
"ENSMUSG00000042379.8",3,2,10,3,12,12,5,13,9,5,22,4,4,19,10,5,3,8,13,13
"ENSMUSG00000021763.16",106,115,419,194,241,308,260,309,150,91,174,20,92,286,89,69,85,88,127,86
"ENSMUSG00000088814.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000042364.10",1375,1372,2128,1968,2063,1918,1812,1284,1978,855,1060,324,795,1194,603,493,966,1160,454,491
"ENSMUSG00000051456.4",19,14,17,15,25,18,12,3,10,21,20,5,10,21,13,12,14,19,6,8
"ENSMUSG00000042348.9",1006,1230,1843,1818,2044,1862,1667,1183,2058,2142,2421,952,1833,2236,1172,1157,2024,2366,1083,1025
"ENSMUSG00000104314.1",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000021764.6",731,768,1511,1095,1363,1411,1379,1084,1479,1924,2412,885,1515,2362,1059,1009,1953,2211,994,986
"ENSMUSG00000021765.7",48,38,99,55,62,51,62,27,113,39,77,22,41,63,20,26,42,64,23,17
"ENSMUSG00000093072.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000051758.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000015536.14",692,758,1515,1309,1300,1416,1321,1041,1551,1705,2264,711,1316,2048,974,998,1740,2110,936,829
"ENSMUSG00000015533.8",13,12,34,9,16,18,14,20,22,5,10,2,5,6,7,3,8,8,6,5
"ENSMUSG00000042284.9",137,184,376,212,291,281,293,213,253,91,125,43,91,89,56,48,97,113,57,43
"ENSMUSG00000042275.8",517,615,818,848,833,792,764,456,870,487,524,175,377,508,241,210,445,523,201,188
"ENSMUSG00000096021.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000061669.6",3,1,4,1,0,2,1,0,0,0,0,0,1,0,1,0,1,1,0,1
"ENSMUSG00000042258.13",41,5,49,27,4,5,13,30,4,36,6,8,14,26,11,6,18,24,14,4
"ENSMUSG00000102306.1",6,0,5,0,0,0,1,7,0,2,0,0,1,0,0,0,0,1,0,0
"ENSMUSG00000089436.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000021725.8",951,831,1474,1171,1302,1362,1277,924,1165,1196,1486,525,1039,1423,704,644,1271,1339,590,561
"ENSMUSG00000091423.1",44,45,48,36,35,39,35,20,43,51,58,21,35,28,28,23,41,35,14,23
"ENSMUSG00000021728.7",290,315,935,550,618,813,736,639,556,771,1491,369,588,1887,586,523,773,773,660,521
"ENSMUSG00000094518.1",86,82,139,125,101,161,108,107,143,20,26,15,20,29,27,14,24,21,14,14
"ENSMUSG00000021730.8",3264,4219,6162,5585,6770,6157,5556,3821,7211,3778,3891,1635,2976,4007,2004,1709,3704,3167,1697,1704
"ENSMUSG00000079048.8",4,18,42,13,32,28,11,5,22,1,0,0,3,0,0,0,2,1,0,0
"ENSMUSG00000088155.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ENSMUSG00000021731.9",275,269,508,415,457,479,444,345,501,559,709,254,494,700,304,305,600,633,294,263
"ENSMUSG00000097411.1",1,0,1,2,1,1,3,0,5,12,5,3,4,5,2,6,8,11,3,7
"ENSMUSG00000100727.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000021732.14",254,269,288,285,439,339,364,237,473,638,658,283,511,719,365,322,589,827,351,273
"ENSMUSG00000086709.1",1,6,0,2,5,0,2,0,1,4,3,3,4,4,1,1,4,4,1,0
"ENSMUSG00000105411.1",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"ENSMUSG00000025453.16",23,28,33,29,33,19,15,22,22,17,9,6,13,9,6,8,12,11,7,3
"ENSMUSG00000113525.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000025451.15",1551,1529,2840,2376,2671,2493,2642,2019,2703,2210,2541,911,1668,2690,1215,1154,2361,2751,1088,981
"ENSMUSG00000062822.7",728,704,1202,1058,1137,1087,1014,715,1164,1569,1777,630,1202,1812,919,807,1603,1785,801,741
"ENSMUSG00000025450.4",65,79,136,83,99,67,52,54,81,236,286,90,146,256,100,105,213,227,81,91
"ENSMUSG00000074635.2",81,63,114,70,94,83,90,36,79,37,26,12,31,39,21,21,34,28,15,23
"ENSMUSG00000074634.11",137,129,206,164,254,194,159,95,184,101,67,35,69,144,63,42,75,84,45,47
"ENSMUSG00000094114.1",227,254,437,330,454,318,324,168,384,402,362,164,349,529,278,244,364,405,266,222
"ENSMUSG00000074715.2",101,96,169,121,181,148,113,104,158,163,166,51,123,253,79,78,118,137,56,87
"ENSMUSG00000099872.1",7,2,7,3,5,1,3,0,3,1,0,0,1,0,1,0,0,0,0,0
"ENSMUSG00000093930.1",4232,4479,9829,7068,8740,8847,8499,6254,8441,8280,9744,3375,7079,11761,4818,4176,9153,8606,4101,3800
"ENSMUSG00000095930.1",671,780,1162,1084,1127,975,1032,746,1146,1094,1117,382,763,1170,537,479,974,1098,469,448
"ENSMUSG00000094870.7",584,696,1590,1273,1377,1276,1282,997,1522,1535,1837,657,1199,1846,927,782,1575,1762,741,722
"ENSMUSG00000096182.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094237.2",1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
"ENSMUSG00000095514.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000103877.2",0,1,0,0,1,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0
"ENSMUSG00000104162.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096284.2",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"ENSMUSG00000096175.3",3,1,1,2,0,1,0,1,0,0,2,1,0,0,1,0,0,0,0,0
"ENSMUSG00000101579.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000078537.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000095367.1",4,2,8,6,6,4,5,10,9,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000095379.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000095029.1",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000095609.1",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"ENSMUSG00000093829.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000095709.1",20,23,48,47,30,34,39,51,42,1,0,0,0,2,0,3,0,1,1,1
"ENSMUSG00000096323.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000095653.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094027.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000063846.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000095071.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000078180.3",62,59,172,134,136,160,146,109,171,1,0,1,2,0,2,0,4,1,2,3
"ENSMUSG00000094796.1",0,0,0,0,0,2,0,0,1,1,3,0,0,0,1,1,0,5,0,0
"ENSMUSG00000095821.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000090487.8",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000079410.4",25,6,31,23,20,33,15,16,18,26,28,12,28,38,15,17,28,35,9,14
"ENSMUSG00000079101.3",8,9,22,16,6,26,14,15,11,0,1,0,0,0,0,0,0,0,1,0
"ENSMUSG00000091289.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000071613.11",0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"ENSMUSG00000090684.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091849.7",2,0,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000079409.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000095512.1",11,7,21,21,17,29,15,17,25,1,0,1,1,0,0,0,2,0,0,0
"ENSMUSG00000096039.7",21,11,35,15,38,32,42,42,22,54,63,17,45,58,32,19,65,40,17,16
"ENSMUSG00000096217.1",0,0,1,1,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000079407.9",7,1,2,9,0,1,0,1,1,0,2,0,0,1,0,1,0,2,0,1
"ENSMUSG00000096574.7",0,2,6,2,2,4,1,1,1,4,6,1,2,4,1,1,6,0,1,1
"ENSMUSG00000090318.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000095533.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096488.1",0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"ENSMUSG00000095195.7",1,1,5,1,15,4,4,4,0,9,12,5,6,8,7,3,6,11,8,1
"ENSMUSG00000097382.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000072739.4",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000090578.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096905.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094880.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091010.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000095368.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000079402.9",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ENSMUSG00000093891.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000090364.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096614.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096450.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000095469.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096793.7",0,1,15,11,8,1,22,5,5,15,10,2,12,12,8,2,9,15,5,3
"ENSMUSG00000097127.7",0,5,1,1,2,1,1,0,6,3,1,1,0,1,0,0,3,2,0,0
"ENSMUSG00000096955.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000093887.8",0,0,1,2,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000097594.1",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096218.2",0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096901.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ENSMUSG00000091756.1",0,1,2,0,0,0,6,0,0,2,2,3,1,2,1,1,1,4,2,1
"ENSMUSG00000091672.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000095686.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096775.1",0,5,7,4,4,3,7,0,5,7,13,2,7,11,9,3,20,10,7,2
"ENSMUSG00000091027.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091022.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091563.8",0,1,0,0,0,0,1,2,6,3,2,0,3,2,1,2,1,1,1,2
"ENSMUSG00000090292.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000090764.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ENSMUSG00000079391.10",15,15,20,11,13,18,17,10,15,36,37,15,23,32,11,9,38,30,14,15
"ENSMUSG00000094072.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091114.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091368.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000079389.10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000079388.9",13,11,32,7,19,14,13,10,29,15,39,12,16,32,13,20,27,33,16,17
"ENSMUSG00000092045.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000095056.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ENSMUSG00000091418.2",6,3,19,7,7,5,1,4,1,8,9,1,8,5,11,9,11,13,5,5
"ENSMUSG00000079386.8",10,3,7,3,0,4,8,2,3,5,10,5,5,18,6,6,7,16,11,4
"ENSMUSG00000079392.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091148.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000090865.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091894.1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ENSMUSG00000097822.7",0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000090472.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000090598.1",0,1,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000097798.1",0,2,1,0,0,0,0,1,2,0,0,0,0,1,0,0,1,0,0,1
"ENSMUSG00000094258.7",0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000090872.8",1,4,6,1,5,5,0,5,7,5,5,0,7,9,6,1,6,8,3,3
"ENSMUSG00000090328.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091700.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094628.7",17,5,14,15,5,11,13,21,17,36,47,10,22,27,17,11,43,34,13,14
"ENSMUSG00000091221.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000090539.8",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ENSMUSG00000090465.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091494.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ENSMUSG00000094132.7",2,2,5,4,8,0,0,0,1,1,5,4,2,2,2,1,0,3,1,3
"ENSMUSG00000097278.7",2,1,6,3,0,2,2,0,2,2,2,0,0,1,0,1,1,0,1,0
"ENSMUSG00000091185.1",0,1,3,1,0,2,4,4,2,0,0,1,0,0,0,1,0,0,0,0
"ENSMUSG00000095196.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000093827.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000090827.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000079383.9",1,0,1,2,0,0,0,1,0,0,4,0,1,2,1,0,3,0,1,2
"ENSMUSG00000096197.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000095681.7",22,22,54,29,34,42,42,32,35,65,97,27,49,56,34,31,71,86,34,45
"ENSMUSG00000090636.1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ENSMUSG00000079378.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000097218.7",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000095912.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091404.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000079380.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000090900.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094929.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091995.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096023.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091713.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096003.7",0,1,1,0,0,1,0,0,0,1,0,0,1,2,3,2,1,2,1,0
"ENSMUSG00000106752.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094825.8",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"ENSMUSG00000095797.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094578.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"ENSMUSG00000095295.8",1,0,7,2,4,5,0,2,2,1,4,1,3,6,1,1,4,4,1,1
"ENSMUSG00000097450.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000097780.1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ENSMUSG00000097853.1",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSMUSG00000096286.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000097349.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096629.7",0,3,2,6,1,2,0,0,3,5,3,0,4,3,4,4,4,2,2,1
"ENSMUSG00000091595.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000090547.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096470.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094370.7",0,0,0,0,0,3,0,0,0,3,1,1,1,3,1,0,2,1,1,1
"ENSMUSG00000107157.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000097024.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000090512.8",0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0
"ENSMUSG00000090552.1",0,1,0,0,0,0,0,0,0,2,1,2,0,5,0,3,2,3,0,0
"ENSMUSG00000090707.8",7,2,25,6,12,7,23,6,17,15,14,2,7,9,2,6,13,13,5,2
"ENSMUSG00000091613.1",2,1,4,3,0,1,0,1,1,1,0,0,0,0,3,0,0,3,0,2
"ENSMUSG00000079379.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000090927.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091275.1",27,22,57,38,31,30,38,49,46,47,77,24,58,65,35,33,67,68,25,28
"ENSMUSG00000095991.1",1,2,8,4,3,7,0,2,2,1,0,0,2,1,0,1,2,0,0,0
"ENSMUSG00000090643.8",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ENSMUSG00000093892.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091568.8",14,7,18,12,15,19,17,23,14,23,28,14,24,31,22,12,38,36,13,9
"ENSMUSG00000094737.1",1,1,2,0,2,2,3,0,3,0,1,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091882.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ENSMUSG00000091290.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094634.8",21,21,30,20,15,18,24,21,43,47,76,20,39,50,32,22,44,86,19,27
"ENSMUSG00000079371.9",0,0,3,2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000097199.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091752.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094460.7",1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096507.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000079396.4",2,4,9,0,7,2,9,3,7,9,10,4,6,11,7,6,8,6,7,4
"ENSMUSG00000094811.7",1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0
"ENSMUSG00000096828.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000097447.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091776.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000072738.3",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"ENSMUSG00000096904.7",3,8,4,2,1,4,0,3,1,8,7,5,9,3,4,1,6,6,1,4
"ENSMUSG00000095360.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000090627.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000093898.2",2,4,2,4,2,2,0,0,2,6,5,3,9,5,6,4,8,7,4,1
